Provider,Species,Location,C3C4,Publication,DOI,Number,A,Pci,Tleaf,Qin
Yujie Wang,Betula occidentalis,,C3,Wang et al. (2019),https://doi.org/10.1093/treephys/tpz038,29,22.34790624,40.94545591,27.2426,1000.19
Yujie Wang,Betula occidentalis,,C3,Wang et al. (2019),https://doi.org/10.1093/treephys/tpz038,29,23.78606877,46.65893629,27.2231,999.883
Yujie Wang,Betula occidentalis,,C3,Wang et al. (2019),https://doi.org/10.1093/treephys/tpz038,29,24.69438207,52.98446045,27.2298,999.906
Yujie Wang,Betula occidentalis,,C3,Wang et al. (2019),https://doi.org/10.1093/treephys/tpz038,29,25.41613259,59.69268974,27.2358,1000.2
Yujie Wang,Betula occidentalis,,C3,Wang et al. (2019),https://doi.org/10.1093/treephys/tpz038,29,25.95066402,66.29884447,27.2222,1000.21
Yujie Wang,Betula occidentalis,,C3,Wang et al. (2019),https://doi.org/10.1093/treephys/tpz038,29,26.49990451,71.79385625,27.2795,999.814
Yujie Wang,Betula occidentalis,,C3,Wang et al. (2019),https://doi.org/10.1093/treephys/tpz038,29,26.62374261,78.55926199,27.2853,1000.2
Yujie Wang,Betula occidentalis,,C3,Wang et al. (2019),https://doi.org/10.1093/treephys/tpz038,29,26.69201172,84.70391032,27.3074,1000.18
Yujie Wang,Betula occidentalis,,C3,Wang et al. (2019),https://doi.org/10.1093/treephys/tpz038,30,8.126794713,16.66760236,24.992,999.985
Yujie Wang,Betula occidentalis,,C3,Wang et al. (2019),https://doi.org/10.1093/treephys/tpz038,30,5.861151497,13.10620409,25.0018,1000.01
Yujie Wang,Betula occidentalis,,C3,Wang et al. (2019),https://doi.org/10.1093/treephys/tpz038,30,3.497717169,9.696776452,24.9944,999.974
Yujie Wang,Betula occidentalis,,C3,Wang et al. (2019),https://doi.org/10.1093/treephys/tpz038,30,1.125375819,6.1140334,24.9867,999.971
Yujie Wang,Betula occidentalis,,C3,Wang et al. (2019),https://doi.org/10.1093/treephys/tpz038,30,-0.168120535,4.420918485,24.9917,1000.09
Yujie Wang,Betula occidentalis,,C3,Wang et al. (2019),https://doi.org/10.1093/treephys/tpz038,30,8.213233701,18.74663035,24.9923,1000.07
Yujie Wang,Betula occidentalis,,C3,Wang et al. (2019),https://doi.org/10.1093/treephys/tpz038,30,10.45274096,23.44920608,24.9991,1000.06
Yujie Wang,Betula occidentalis,,C3,Wang et al. (2019),https://doi.org/10.1093/treephys/tpz038,30,12.47375762,28.4280466,25.0052,1000.09
Yujie Wang,Betula occidentalis,,C3,Wang et al. (2019),https://doi.org/10.1093/treephys/tpz038,30,13.94096381,34.15331669,25.0021,999.735
Yujie Wang,Betula occidentalis,,C3,Wang et al. (2019),https://doi.org/10.1093/treephys/tpz038,30,15.29848627,39.77336844,25.0035,1000.09
Yujie Wang,Betula occidentalis,,C3,Wang et al. (2019),https://doi.org/10.1093/treephys/tpz038,30,16.09338744,46.52273307,24.9992,1000.11
Yujie Wang,Betula occidentalis,,C3,Wang et al. (2019),https://doi.org/10.1093/treephys/tpz038,30,16.94415461,53.29283445,25.003,1000.08
Yujie Wang,Betula occidentalis,,C3,Wang et al. (2019),https://doi.org/10.1093/treephys/tpz038,30,17.37014219,60.75281158,25.0008,1000.05
Yujie Wang,Betula occidentalis,,C3,Wang et al. (2019),https://doi.org/10.1093/treephys/tpz038,30,17.91202842,68.08110122,24.9895,999.744
Yujie Wang,Betula occidentalis,,C3,Wang et al. (2019),https://doi.org/10.1093/treephys/tpz038,30,17.81844477,76.34633267,25.0098,999.754
Yujie Wang,Betula occidentalis,,C3,Wang et al. (2019),https://doi.org/10.1093/treephys/tpz038,30,18.27000843,83.74060938,25.0032,1000.08
Yujie Wang,Betula occidentalis,,C3,Wang et al. (2019),https://doi.org/10.1093/treephys/tpz038,30,17.98997844,92.37525586,24.9947,1000.06
Yujie Wang,Betula occidentalis,,C3,Wang et al. (2019),https://doi.org/10.1093/treephys/tpz038,30,18.5864531,99.54834279,24.9973,1000.06
Yujie Wang,Betula occidentalis,,C3,Wang et al. (2019),https://doi.org/10.1093/treephys/tpz038,31,8.428931481,18.53389265,24.9796,999.957
Yujie Wang,Betula occidentalis,,C3,Wang et al. (2019),https://doi.org/10.1093/treephys/tpz038,31,5.949856717,14.45360987,24.9928,999.965
Yujie Wang,Betula occidentalis,,C3,Wang et al. (2019),https://doi.org/10.1093/treephys/tpz038,31,3.598008028,10.43889137,24.9802,999.905
Yujie Wang,Betula occidentalis,,C3,Wang et al. (2019),https://doi.org/10.1093/treephys/tpz038,31,1.129983397,6.377791486,24.9779,999.962
Yujie Wang,Betula occidentalis,,C3,Wang et al. (2019),https://doi.org/10.1093/treephys/tpz038,31,-0.142404728,4.420946562,24.9834,999.954
Yujie Wang,Betula occidentalis,,C3,Wang et al. (2019),https://doi.org/10.1093/treephys/tpz038,31,8.52505743,18.85190888,24.9853,1000.01
Yujie Wang,Betula occidentalis,,C3,Wang et al. (2019),https://doi.org/10.1093/treephys/tpz038,31,10.81323555,23.44864157,25.003,999.937
Yujie Wang,Betula occidentalis,,C3,Wang et al. (2019),https://doi.org/10.1093/treephys/tpz038,31,13.14115309,27.97835678,25.0078,999.701
Yujie Wang,Betula occidentalis,,C3,Wang et al. (2019),https://doi.org/10.1093/treephys/tpz038,31,14.96242915,33.25584509,25.0054,999.983
Yujie Wang,Betula occidentalis,,C3,Wang et al. (2019),https://doi.org/10.1093/treephys/tpz038,31,16.53242206,38.98537308,24.9849,1000.16
Yujie Wang,Betula occidentalis,,C3,Wang et al. (2019),https://doi.org/10.1093/treephys/tpz038,31,18.05478493,44.7547132,25.0084,999.881
Yujie Wang,Betula occidentalis,,C3,Wang et al. (2019),https://doi.org/10.1093/treephys/tpz038,31,19.23196354,51.16315598,25.0053,1000.19
Yujie Wang,Betula occidentalis,,C3,Wang et al. (2019),https://doi.org/10.1093/treephys/tpz038,31,20.45636961,57.23538126,25.0006,1000.16
Yujie Wang,Betula occidentalis,,C3,Wang et al. (2019),https://doi.org/10.1093/treephys/tpz038,31,21.62973618,71.88948783,25.0016,1000.13
Yujie Wang,Betula occidentalis,,C3,Wang et al. (2019),https://doi.org/10.1093/treephys/tpz038,31,22.89038887,77.90452435,25.005,1000.11
Yujie Wang,Betula occidentalis,,C3,Wang et al. (2019),https://doi.org/10.1093/treephys/tpz038,31,22.89338688,85.84744282,25.0097,999.697
Yujie Wang,Betula occidentalis,,C3,Wang et al. (2019),https://doi.org/10.1093/treephys/tpz038,31,23.24696447,93.46831368,24.9929,1000.05
Dongliang Xiong,Oryza sativa,,C3,,,32,22.1030142,29.52932051,30.0285,1500.15
Dongliang Xiong,Oryza sativa,,C3,,,32,16.48733004,22.39795679,29.95786667,1500.5
Dongliang Xiong,Oryza sativa,,C3,,,32,10.90047903,15.75816808,29.99418333,1500.295
Dongliang Xiong,Oryza sativa,,C3,,,32,3.324985956,8.727979915,29.9733,1500.045
Dongliang Xiong,Oryza sativa,,C3,,,32,-0.622771283,5.155281004,30.00472,1499.722
Dongliang Xiong,Oryza sativa,,C3,,,32,15.44718987,28.10921388,30.00458,1500
Dongliang Xiong,Oryza sativa,,C3,,,32,19.58663008,38.86944188,29.96698333,1499.733333
Dongliang Xiong,Oryza sativa,,C3,,,32,34.51881727,55.79574885,29.98722,1499.938
Dongliang Xiong,Oryza sativa,,C3,,,32,38.27639823,82.71996261,29.97828,1500.602
Dongliang Xiong,Oryza sativa,,C3,,,32,41.12450777,104.5654373,29.97638,1500.252
Dongliang Xiong,Oryza sativa,,C3,,,32,40.70502789,136.1852703,29.98844,1499.806
Dongliang Xiong,Oryza sativa,,C3,,,32,18.5089163,28.94881623,29.9801,1500.088333
Dongliang Xiong,Oryza sativa,,C3,,,32,35.60221024,29.8549081,30.04355,1500.09
Dongliang Xiong,Oryza sativa,,C3,,,32,26.07573082,22.27190915,29.99511667,1499.915
Dongliang Xiong,Oryza sativa,,C3,,,32,17.26584102,15.46396992,29.98926,1499.868
Dongliang Xiong,Oryza sativa,,C3,,,32,6.041830093,8.549511592,30.02182,1499.79
Dongliang Xiong,Oryza sativa,,C3,,,32,-0.423893941,5.05087957,29.96438333,1499.816667
Dongliang Xiong,Oryza sativa,,C3,,,32,25.08342283,27.3853496,30.0273,1499.903333
Dongliang Xiong,Oryza sativa,,C3,,,32,37.77651483,39.40786091,29.98596667,1500.06
Dongliang Xiong,Oryza sativa,,C3,,,32,43.2003482,53.54775266,30.0357,1499.986667
Dongliang Xiong,Oryza sativa,,C3,,,32,44.34009866,84.41880473,29.99928,1500.136
Dongliang Xiong,Oryza sativa,,C3,,,32,47.98006432,109.565868,29.96968333,1500.895
Dongliang Xiong,Oryza sativa,,C3,,,32,41.03613085,158.1143856,29.96826667,1499.925
Dongliang Xiong,Oryza sativa,,C3,,,33,20.46237062,28.59805747,30.00684375,1500.57625
Dongliang Xiong,Oryza sativa,,C3,,,33,15.06771018,21.2308454,30.02104375,1500.915
Dongliang Xiong,Oryza sativa,,C3,,,33,10.05675773,15.19039312,29.98315625,1505.35125
Dongliang Xiong,Oryza sativa,,C3,,,33,3.293166302,8.496430409,29.988425,1502.210625
Dongliang Xiong,Oryza sativa,,C3,,,33,-0.441480307,5.08673804,29.956,1500.642667
Dongliang Xiong,Oryza sativa,,C3,,,33,19.68490375,27.23599815,29.98393125,1499.7475
Dongliang Xiong,Oryza sativa,,C3,,,33,23.96112438,38.53948813,30.01682667,1499.969333
Dongliang Xiong,Oryza sativa,,C3,,,33,30.90632523,50.3039946,30.02799333,1499.971333
Dongliang Xiong,Oryza sativa,,C3,,,33,36.44724142,78.41777262,30.03568125,1499.90375
Dongliang Xiong,Oryza sativa,,C3,,,33,39.6557182,105.3762682,30.00249375,1500.1175
Dongliang Xiong,Oryza sativa,,C3,,,33,36.76274471,149.7852657,30.03024667,1500.009333
Dongliang Xiong,Oryza sativa,,C3,,,33,18.59479754,27.39985422,29.971175,1499.92875
Dongliang Xiong,Oryza sativa,,C3,,,33,33.48691301,26.52517812,29.99960625,1500.031875
Dongliang Xiong,Oryza sativa,,C3,,,33,25.23797499,20.02640296,29.97190667,1500.004667
Dongliang Xiong,Oryza sativa,,C3,,,33,16.48952845,14.17209585,29.96308,1499.966667
Dongliang Xiong,Oryza sativa,,C3,,,33,5.645445488,8.101157411,29.9930125,1500.005
Dongliang Xiong,Oryza sativa,,C3,,,33,-0.514941542,5.048587228,29.99444667,1499.923333
Dongliang Xiong,Oryza sativa,,C3,,,33,32.03248114,26.54305224,30.04890625,1500.015
Dongliang Xiong,Oryza sativa,,C3,,,33,38.80782321,39.15522354,30.00586875,1500.019375
Dongliang Xiong,Oryza sativa,,C3,,,33,44.07710044,51.60867965,29.97823125,1499.988125
Dongliang Xiong,Oryza sativa,,C3,,,33,42.82435552,81.79877246,29.933325,1499.93375
Dongliang Xiong,Oryza sativa,,C3,,,33,42.73990341,105.2443642,30.0026,1500.014375
Dongliang Xiong,Oryza sativa,,C3,,,33,41.76914621,152.6848091,29.99465625,1500.01625
Dongliang Xiong,Oryza sativa,,C3,,,33,35.09425128,28.2265778,30.027825,1500.030625
Dongliang Xiong,Oryza sativa,,C3,,,34,26.05530824,31.42549466,30.02894667,1499.984667
Dongliang Xiong,Oryza sativa,,C3,,,34,20.24535489,23.82984015,29.974275,1499.985625
Dongliang Xiong,Oryza sativa,,C3,,,34,13.23057497,16.47693517,29.99306875,1500.055625
Dongliang Xiong,Oryza sativa,,C3,,,34,4.24896235,8.929097573,29.9724625,1499.9725
Dongliang Xiong,Oryza sativa,,C3,,,34,-0.782809203,5.095695706,29.9920375,1499.99125
Dongliang Xiong,Oryza sativa,,C3,,,34,18.40248871,33.19412046,29.984825,1500.041875
Dongliang Xiong,Oryza sativa,,C3,,,34,32.71140023,43.19900079,29.9761,1500.008125
Dongliang Xiong,Oryza sativa,,C3,,,34,39.29382199,58.3315005,29.9758875,1499.989375
Dongliang Xiong,Oryza sativa,,C3,,,34,33.85018272,95.93488462,30.0054,1500.050625
Dongliang Xiong,Oryza sativa,,C3,,,34,43.72194778,114.0902234,30.00446875,1499.99625
Dongliang Xiong,Oryza sativa,,C3,,,34,42.79524058,155.3948131,30.00554,1500.032667
Dongliang Xiong,Oryza sativa,,C3,,,34,24.82511878,30.20456368,29.96119375,1500.029375
Dongliang Xiong,Oryza sativa,,C3,,,34,42.86797222,28.98087753,30.01132,1500.005333
Dongliang Xiong,Oryza sativa,,C3,,,34,32.66438455,22.01794821,29.9889875,1499.996875
Dongliang Xiong,Oryza sativa,,C3,,,34,21.33304809,15.16428335,29.9485125,1500.09625
Dongliang Xiong,Oryza sativa,,C3,,,34,7.157666082,8.466391141,30.00586,1500.228667
Dongliang Xiong,Oryza sativa,,C3,,,34,-0.5751291,5.060403042,29.9871375,1499.980625
Dongliang Xiong,Oryza sativa,,C3,,,34,41.60669919,29.07032759,30.00110667,1499.985333
Dongliang Xiong,Oryza sativa,,C3,,,34,54.2278112,44.31160586,29.99818,1500.064667
Dongliang Xiong,Oryza sativa,,C3,,,34,55.94665751,62.06529719,29.98670667,1499.952
Dongliang Xiong,Oryza sativa,,C3,,,34,53.01815239,97.83249295,30.00761333,1499.993333
Dongliang Xiong,Oryza sativa,,C3,,,34,51.12802632,129.5601541,29.9693125,1499.933125
Dongliang Xiong,Oryza sativa,,C3,,,34,43.15911399,180.760831,29.99765625,1499.926875
Dongliang Xiong,Oryza sativa,,C3,,,34,41.83909202,29.42578335,30.01536667,1500.070667
Dongliang Xiong,Oryza sativa,,C3,,,35,38.90712281,29.80283634,29.9258,1500.086667
Dongliang Xiong,Oryza sativa,,C3,,,35,31.21317433,22.74793014,29.95906,1499.944
Dongliang Xiong,Oryza sativa,,C3,,,35,20.24292193,15.53390429,29.93183333,1500.051667
Dongliang Xiong,Oryza sativa,,C3,,,35,7.031757625,8.481507724,29.98275,1500.018333
Dongliang Xiong,Oryza sativa,,C3,,,35,-0.466183262,5.026253556,29.95648333,1500.063333
Dongliang Xiong,Oryza sativa,,C3,,,35,40.27375569,29.80944776,30.03906667,1500.036667
Dongliang Xiong,Oryza sativa,,C3,,,35,45.71398379,43.32929757,30.01012,1500.01
Dongliang Xiong,Oryza sativa,,C3,,,35,54.95321227,58.69108994,29.9991,1500.04
Dongliang Xiong,Oryza sativa,,C3,,,35,54.69194368,94.43938755,30.02923333,1500.001667
Dongliang Xiong,Oryza sativa,,C3,,,35,53.29104182,123.9473646,29.9351,1499.998
Dongliang Xiong,Oryza sativa,,C3,,,35,52.89104421,173.7315275,29.98962,1499.946
Dongliang Xiong,Oryza sativa,,C3,,,35,36.43930307,29.1144318,30.00112,1499.994
Wei Huang,Eriobotrya bengalensis,,C3,,,36,-1.917283234,6.007538141,28.80128098,1510.108643
Wei Huang,Eriobotrya bengalensis,,C3,,,36,0.724136399,7.123735821,28.80805397,1511.127075
Wei Huang,Eriobotrya bengalensis,,C3,,,36,4.205415011,11.467052,28.83575058,1509.774902
Wei Huang,Eriobotrya bengalensis,,C3,,,36,7.550848039,15.90671327,29.04513359,1507.953247
Wei Huang,Eriobotrya bengalensis,,C3,,,36,12.23454013,19.63823752,29.19217873,1506.915039
Wei Huang,Eriobotrya bengalensis,,C3,,,36,18.93245838,28.20024672,29.49123192,1506.219116
Wei Huang,Eriobotrya bengalensis,,C3,,,36,30.93755234,48.25425692,29.48838997,1506.797241
Wei Huang,Eriobotrya bengalensis,,C3,,,36,41.15807925,77.88183965,29.70947647,1504.963989
Wei Huang,Eriobotrya bengalensis,,C3,,,37,-1.692202619,5.975197766,30.24724007,1507.000244
Wei Huang,Eriobotrya bengalensis,,C3,,,37,0.786448746,6.947565508,30.29770279,1506.61499
Wei Huang,Eriobotrya bengalensis,,C3,,,37,4.001688382,11.60076665,30.27942467,1507.17688
Wei Huang,Eriobotrya bengalensis,,C3,,,37,8.527333269,14.61575136,30.08078194,1508.437256
Wei Huang,Eriobotrya bengalensis,,C3,,,37,12.65340608,18.15225247,29.99476433,1508.682007
Wei Huang,Eriobotrya bengalensis,,C3,,,37,18.76355048,27.75301487,30.05670929,1506.976929
Wei Huang,Eriobotrya bengalensis,,C3,,,37,31.51138134,45.86556911,29.83954811,1508.997681
Wei Huang,Eriobotrya bengalensis,,C3,,,37,41.18727134,72.88083618,29.86120987,1508.805054
Wei Huang,Eriobotrya bengalensis,,C3,,,38,-1.682456578,5.89339253,29.63313675,1505.990967
Wei Huang,Eriobotrya bengalensis,,C3,,,38,0.433186071,7.265152358,29.86597824,1504.605591
Wei Huang,Eriobotrya bengalensis,,C3,,,38,4.063806887,11.18374603,29.97529602,1504.932373
Wei Huang,Eriobotrya bengalensis,,C3,,,38,7.557675183,15.20978662,30.05439949,1503.976074
Wei Huang,Eriobotrya bengalensis,,C3,,,38,11.74706545,18.43347723,30.09162331,1503.758545
Wei Huang,Eriobotrya bengalensis,,C3,,,38,17.42992985,26.5418698,30.05442429,1504.935791
Wei Huang,Eriobotrya bengalensis,,C3,,,38,27.04491577,43.04148401,30.14077377,1505.791992
Wei Huang,Eriobotrya bengalensis,,C3,,,38,34.6116451,59.46862099,30.42181396,1506.381836
Wei Huang,Eriobotrya bengalensis,,C3,,,39,-1.71642599,5.82327828,29.31355476,1507.316162
Wei Huang,Eriobotrya bengalensis,,C3,,,39,1.161751969,6.687918882,29.23594093,1507.423096
Wei Huang,Eriobotrya bengalensis,,C3,,,39,4.741865402,11.18981452,29.10705376,1508.352417
Wei Huang,Eriobotrya bengalensis,,C3,,,39,8.064990226,15.78772305,28.97988319,1509.015747
Wei Huang,Eriobotrya bengalensis,,C3,,,39,12.2051747,19.22991246,28.92514801,1509.207397
Wei Huang,Eriobotrya bengalensis,,C3,,,39,18.80081075,27.83813057,28.85059929,1509.900146
Wei Huang,Eriobotrya bengalensis,,C3,,,39,28.08914958,48.71843348,28.8200798,1509.450195
Wei Huang,Eriobotrya bengalensis,,C3,,,39,38.37272704,76.21774105,28.79309082,1509.7677
Wei Huang,Eriobotrya bengalensis,,C3,,,40,-1.267251406,5.373964491,27.79579544,1508.372925
Wei Huang,Eriobotrya bengalensis,,C3,,,40,1.091171398,6.743466678,27.78167534,1508.287598
Wei Huang,Eriobotrya bengalensis,,C3,,,40,4.449494379,11.87893811,27.67152786,1508.441895
Wei Huang,Eriobotrya bengalensis,,C3,,,40,7.36095839,17.23313584,27.60329628,1508.435059
Wei Huang,Eriobotrya bengalensis,,C3,,,40,12.69508851,20.65259918,27.5626545,1507.995728
Wei Huang,Eriobotrya bengalensis,,C3,,,40,18.78393287,31.24520793,27.61977386,1507.016235
Wei Huang,Eriobotrya bengalensis,,C3,,,40,26.0091507,55.14333971,27.82306099,1504.839966
Wei Huang,Eriobotrya bengalensis,,C3,,,40,37.11056308,83.14572617,28.52163124,1500.289551
Wei Huang,Eriobotrya bengalensis,,C3,,,40,37.39407168,81.66355157,28.81114006,1497.643799
Wei Huang,Rhododendron glanduliferum,,C3,,,41,-1.772848399,5.287975051,24.82896614,1526.101196
Wei Huang,Rhododendron glanduliferum,,C3,,,41,2.108860173,6.571116383,25.08685684,1525.579346
Wei Huang,Rhododendron glanduliferum,,C3,,,41,7.216598726,10.72903584,25.29995537,1525.624512
Wei Huang,Rhododendron glanduliferum,,C3,,,41,10.70994588,15.01903985,25.40366745,1526.019775
Wei Huang,Rhododendron glanduliferum,,C3,,,41,15.62794036,17.71472482,25.56285095,1525.484131
Wei Huang,Rhododendron glanduliferum,,C3,,,41,22.39396245,24.16287468,25.79094505,1525.232544
Wei Huang,Rhododendron glanduliferum,,C3,,,41,29.8559004,41.39056595,26.135746,1524.592773
Wei Huang,Rhododendron glanduliferum,,C3,,,41,33.5535351,64.62522116,26.48512077,1524.101074
Wei Huang,Rhododendron glanduliferum,,C3,,,42,-0.921733314,4.852911796,25.86167336,1519.78772
Wei Huang,Rhododendron glanduliferum,,C3,,,42,1.985428627,6.618359617,25.71665764,1520.441284
Wei Huang,Rhododendron glanduliferum,,C3,,,42,7.039029593,11.47243786,25.69070053,1520.878418
Wei Huang,Rhododendron glanduliferum,,C3,,,42,11.37719062,16.44142775,25.71347237,1520.62793
Wei Huang,Rhododendron glanduliferum,,C3,,,42,16.07348418,21.00482432,25.80925369,1520.07959
Wei Huang,Rhododendron glanduliferum,,C3,,,42,24.57159267,30.50485444,25.86412048,1520.429565
Wei Huang,Rhododendron glanduliferum,,C3,,,42,33.69770461,54.49852622,25.96370506,1520.617798
Wei Huang,Rhododendron glanduliferum,,C3,,,42,39.23988271,83.08438493,26.33252144,1519.926147
Wei Huang,Rhododendron glanduliferum,,C3,,,43,-1.167862074,4.957060623,25.78985023,1524.716797
Wei Huang,Rhododendron glanduliferum,,C3,,,43,2.029326317,6.757080423,25.83789444,1524.171143
Wei Huang,Rhododendron glanduliferum,,C3,,,43,6.115860771,12.61964559,25.90714836,1523.296753
Wei Huang,Rhododendron glanduliferum,,C3,,,43,11.7924303,17.10738839,25.98088455,1523.758789
Wei Huang,Rhododendron glanduliferum,,C3,,,43,16.58427279,22.19971888,26.0050087,1523.934204
Wei Huang,Rhododendron glanduliferum,,C3,,,43,26.12755992,31.59197736,26.06702995,1523.79541
Wei Huang,Rhododendron glanduliferum,,C3,,,43,34.83820761,55.99230323,26.18347359,1524.078003
Wei Huang,Rhododendron glanduliferum,,C3,,,43,39.84106844,89.40201887,26.35712051,1523.911865
Wei Huang,Rhododendron glanduliferum,,C3,,,44,-1.462862613,5.07597595,26.55306053,1524.370239
Wei Huang,Rhododendron glanduliferum,,C3,,,44,1.810544121,6.360230269,26.72138786,1524.503296
Wei Huang,Rhododendron glanduliferum,,C3,,,44,6.561978536,9.849811367,26.83128357,1523.954346
Wei Huang,Rhododendron glanduliferum,,C3,,,44,10.61875259,13.54233952,26.91911697,1524.126831
Wei Huang,Rhododendron glanduliferum,,C3,,,44,14.50533437,16.96917061,26.89770699,1523.797974
Wei Huang,Rhododendron glanduliferum,,C3,,,44,22.93100255,24.30504346,26.89874268,1524.403931
Wei Huang,Rhododendron glanduliferum,,C3,,,44,34.53685204,43.03367899,26.86133385,1525.058472
Wei Huang,Rhododendron glanduliferum,,C3,,,44,39.28487479,71.59683936,26.94655418,1525.161255
Wei Huang,Rhododendron glanduliferum,,C3,,,45,-0.738160816,4.614620303,25.70463943,1518.89624
Wei Huang,Rhododendron glanduliferum,,C3,,,45,2.747279203,6.735004993,25.80382538,1517.689087
Wei Huang,Rhododendron glanduliferum,,C3,,,45,8.285365124,12.25415672,25.92418861,1516.659058
Wei Huang,Rhododendron glanduliferum,,C3,,,45,12.84920548,17.344491,26.10854721,1516.95459
Wei Huang,Rhododendron glanduliferum,,C3,,,45,17.98428881,21.84459736,26.26551056,1516.937256
Wei Huang,Rhododendron glanduliferum,,C3,,,45,26.05290929,31.38219665,26.50461197,1516.90918
Wei Huang,Rhododendron glanduliferum,,C3,,,45,33.6376258,50.65954221,26.95333099,1517.343262
Wei Huang,Rhododendron glanduliferum,,C3,,,45,38.56381853,77.5438846,27.64771652,1515.836304
Wei Huang,Cornus capitata,,C3,,,46,-0.942707856,5.471749097,21.91352844,1546.54541
Wei Huang,Cornus capitata,,C3,,,46,1.321186617,6.121755376,21.99555779,1546.216919
Wei Huang,Cornus capitata,,C3,,,46,4.115801069,10.43420577,22.03419876,1545.775146
Wei Huang,Cornus capitata,,C3,,,46,8.20829836,13.11105303,21.97010994,1545.665649
Wei Huang,Cornus capitata,,C3,,,46,10.98948597,18.22258722,21.8279438,1546.18457
Wei Huang,Cornus capitata,,C3,,,46,15.06194365,29.6917481,21.77595139,1546.238281
Wei Huang,Cornus capitata,,C3,,,46,19.49521408,57.32780194,22.09830856,1544.391724
Wei Huang,Cornus capitata,,C3,,,46,24.84643945,89.12561744,21.84647751,1544.750122
Wei Huang,Cornus capitata,,C3,,,47,-1.076041625,5.286871146,21.8293438,1547.327759
Wei Huang,Cornus capitata,,C3,,,47,1.431418717,6.593356259,21.84980583,1546.954956
Wei Huang,Cornus capitata,,C3,,,47,6.419918756,9.977187818,21.86329269,1546.588135
Wei Huang,Cornus capitata,,C3,,,47,9.875944395,14.45785005,21.80813599,1546.621582
Wei Huang,Cornus capitata,,C3,,,47,12.71149323,19.79471606,21.82621002,1546.186279
Wei Huang,Cornus capitata,,C3,,,47,17.8657177,30.50890166,21.77689743,1546.835571
Wei Huang,Cornus capitata,,C3,,,47,24.83061397,55.30179661,21.69466019,1546.929932
Wei Huang,Cornus capitata,,C3,,,47,28.40871241,88.71033078,21.91075134,1546.552856
Wei Huang,Cornus capitata,,C3,,,48,-1.093802937,5.2716297,21.05454445,1550.421021
Wei Huang,Cornus capitata,,C3,,,48,1.566287855,6.442814078,21.04617691,1549.719849
Wei Huang,Cornus capitata,,C3,,,48,5.467468812,10.79296288,21.09355545,1549.910034
Wei Huang,Cornus capitata,,C3,,,48,9.064122109,15.28284957,21.09652901,1549.630249
Wei Huang,Cornus capitata,,C3,,,48,12.45147349,19.83945592,21.0638485,1550.016235
Wei Huang,Cornus capitata,,C3,,,48,18.18524634,29.79992961,21.0166111,1550.238281
Wei Huang,Cornus capitata,,C3,,,48,25.27252117,54.25631109,21.0444355,1550.03418
Wei Huang,Cornus capitata,,C3,,,48,29.71477146,87.30343021,21.20383835,1549.686157
Wei Huang,Cornus capitata,,C3,,,49,-0.540586239,4.923978828,21.71874428,1546.916382
Wei Huang,Cornus capitata,,C3,,,49,1.714460833,5.619992738,21.91638947,1546.507935
Wei Huang,Cornus capitata,,C3,,,49,6.355805795,7.351865279,21.90864944,1546.158203
Wei Huang,Cornus capitata,,C3,,,49,8.219614677,12.65634847,21.9553566,1546.093872
Wei Huang,Cornus capitata,,C3,,,49,12.57532551,14.1560213,21.97086906,1545.954346
Wei Huang,Cornus capitata,,C3,,,49,18.66720317,20.88148628,21.97818375,1545.653809
Wei Huang,Cornus capitata,,C3,,,49,26.67799217,40.62936788,21.98660851,1545.802002
Wei Huang,Cornus capitata,,C3,,,49,32.55516655,66.67394786,22.27100182,1544.588379
Wei Huang,Cornus capitata,,C3,,,50,-0.625718399,4.709762537,21.65873146,1542.876709
Wei Huang,Cornus capitata,,C3,,,50,2.350826895,6.405212274,21.79057121,1541.959229
Wei Huang,Cornus capitata,,C3,,,50,6.866515091,10.73812447,21.93676186,1541.379761
Wei Huang,Cornus capitata,,C3,,,50,10.17675134,15.73769477,21.99613571,1541.425781
Wei Huang,Cornus capitata,,C3,,,50,14.83091981,20.11660716,22.01908875,1541.219604
Wei Huang,Cornus capitata,,C3,,,50,22.54433146,28.63761463,22.0332737,1541.290649
Wei Huang,Cornus capitata,,C3,,,50,30.416286,53.69368721,22.23566246,1540.424683
Wei Huang,Cornus capitata,,C3,,,50,36.01808614,85.05356201,22.20537758,1541.195801
Wei Huang,Machilus yunnanensis,,C3,,,51,-0.955303184,5.880114801,23.27402878,1543.555664
Wei Huang,Machilus yunnanensis,,C3,,,51,1.970356201,5.929499054,23.45590401,1544.166016
Wei Huang,Machilus yunnanensis,,C3,,,51,5.676660467,10.30781516,23.49448776,1543.570679
Wei Huang,Machilus yunnanensis,,C3,,,51,9.691167652,14.22583784,23.48888206,1544.968506
Wei Huang,Machilus yunnanensis,,C3,,,51,12.9924351,18.98162852,23.81861115,1542.844604
Wei Huang,Machilus yunnanensis,,C3,,,51,17.70643486,30.17674697,24.05750847,1542.355957
Wei Huang,Machilus yunnanensis,,C3,,,51,20.46836972,58.7911791,24.21367836,1541.460938
Wei Huang,Machilus yunnanensis,,C3,,,51,23.77750279,94.33473746,24.91143227,1538.873413
Wei Huang,Machilus yunnanensis,,C3,,,52,-1.323882296,6.250106861,24.98270416,1541.106934
Wei Huang,Machilus yunnanensis,,C3,,,52,1.704523629,5.66463214,25.58578491,1537.937988
